"ID","Genes","Promoter","CpGs"
"""11_66884405""","KDM2A",TRUE,FALSE
"""11_67117204""","AP003419.11;CLCF1;POLD4;RN7SKP239",TRUE,FALSE
"""11_67154977""","CARNS1;PPP1CA;RAD9A;RNU6-1238P;TBC1D10C",TRUE,FALSE
"""11_67286054""","CABP2",TRUE,FALSE
"""11_67438455""","ALDH3B2;RPL37P2",TRUE,FALSE
"""12_6414977""","PLEKHG6",TRUE,FALSE
"""12_7260342""","C1RL-AS1;C1RL",TRUE,FALSE
"""12_7270823""","C1RL-AS1;RNU6-485P",TRUE,FALSE
"""16_696227""","AL022341.3;FAM195A;WDR90",TRUE,FALSE
"""16_169839""","Z69666.2",TRUE,FALSE
"""16_2013695""","AC005363.9;RPS2;SNHG9",TRUE,FALSE
"""16_4513450""","HMOX2;NMRAL1",TRUE,FALSE
"""16_4983704""","PPL",TRUE,FALSE
"""16_4396488""","CORO7;CORO7-PAM16;PAM16",TRUE,FALSE
"""16_4445063""","CORO7;CORO7-PAM16;DNAJA3",TRUE,FALSE
"""16_4738005""","ANKS3;NUDT16L1",TRUE,FALSE
"""16_30362291""","CD2BP2;RP11-347C12.10",TRUE,FALSE
"""16_30453716""","SEPHS2",TRUE,FALSE
"""16_30583431""","AC002310.7;RP11-146F11.5;ZNF688;ZNF785",TRUE,FALSE
"""16_31141369""","KAT8;PRSS36;PRSS8;RP11-388M20.2",TRUE,FALSE
"""16_31158850""","PRSS36",TRUE,FALSE
"""16_84176461""","DNAAF1;HSDL1",TRUE,FALSE
"""16_84221012""","ADAD2",TRUE,FALSE
"""16_84272941""","KCNG4",TRUE,FALSE
"""16_84328070""","RP11-558A11.2;WFDC1",TRUE,FALSE
"""16_85044355""","ZDHHC7",TRUE,FALSE
"""16_85054307""","KIAA0513",TRUE,FALSE
"""17_256417""","AC108004.3;C17orf97",TRUE,FALSE
"""17_262444""","AC108004.3",TRUE,FALSE
"""17_3624645""","CTD-3195I5.3;CTD-3195I5.4;GSG2;ITGAE",TRUE,FALSE
"""17_73450230""","KIAA0195",TRUE,FALSE
"""17_73637468""","SMIM6",TRUE,FALSE
"""17_73662367""","RECQL5;SAP30BP",TRUE,FALSE
"""17_73773307""","H3F3B",TRUE,FALSE
"""17_73780341""","H3F3B;MIR4738;UNK",TRUE,FALSE
"""17_73513685""","LLGL2;TSEN54",TRUE,FALSE
"""17_73796527""","RP11-552F3.4;UNK",TRUE,FALSE
"""17_73841974""","WBP2",TRUE,FALSE
"""17_73889641""","RP11-552F3.10;TRIM65",TRUE,FALSE
"""17_73931626""","FBF1",TRUE,FALSE
"""17_73987300""","CDK3;EVPL",TRUE,FALSE
"""17_74067924""","GALR2;SRP68;ZACN",TRUE,FALSE
"""17_74097321""","EXOC7",TRUE,FALSE
"""17_74130236""","FOXJ1;RNF157-AS1;RNF157",TRUE,FALSE
"""17_74260472""","UBALD2",TRUE,FALSE
"""17_74299402""","QRICH2",TRUE,FALSE
"""17_74328672""","RNU6-24P",TRUE,FALSE
"""17_74360599""","SPHK1",TRUE,FALSE
"""17_74376451""","PRPSAP1;SPHK1",TRUE,FALSE
"""17_74442246""","AANAT;UBE2O",TRUE,FALSE
"""17_74732058""","MFSD11;MIR636;SRSF2",TRUE,FALSE
"""17_75437247""","Y_RNA",TRUE,FALSE
"""18_266478""","RP11-705O1.8;THOC1",TRUE,FALSE
"""18_2554165""","METTL4;snoU109",TRUE,FALSE
"""18_3210222""","MYOM1",TRUE,FALSE
"""18_3260099""","MYL12B;RP13-270P17.1",TRUE,FALSE
"""19_2325889""","LSM7;SPPL2B",TRUE,FALSE
"""19_2738484""","AC006538.4;SLC39A3",TRUE,FALSE
"""19_12145540""","CTD-2006C1.2;ZNF433",TRUE,FALSE
"""19_12948280""","MAST1",TRUE,FALSE
"""19_17353692""","NR2F6",TRUE,FALSE
"""19_17485294""","CTD-2521M24.5;PLVAP",TRUE,FALSE
"""19_17516320""","BST2;CTD-2521M24.9;MVB12A",TRUE,FALSE
"""19_17569886""","CTD-2521M24.10;NXNL1",TRUE,FALSE
"""19_17632599""","FAM129C",TRUE,FALSE
"""19_17664165""","COLGALT1",TRUE,FALSE
"""19_17792724""","UNC13A",TRUE,FALSE
"""19_17830057""","MAP1S",TRUE,FALSE
"""19_17886751""","B3GNT3;FCHO1",TRUE,FALSE
"""19_17923831""","INSL3",TRUE,FALSE
"""19_17953733""","JAK3",TRUE,FALSE
"""19_17966010""","RPL18A;SNORA68",TRUE,FALSE
"""19_18303017""","MPV17L2",TRUE,FALSE
"""19_18358943""","PDE4C",TRUE,FALSE
"""19_18374329""","KIAA1683",TRUE,FALSE
"""19_18417618""","LSM4",TRUE,FALSE
"""19_18698847""","C19orf60;CRLF1",TRUE,FALSE
"""19_39881125""","MED29;PAF1",TRUE,FALSE
"""19_39916353""","AC011500.1;CTB-60E11.4;RPS16;SUPT5H",TRUE,FALSE
"""19_39986725""","DLL3",TRUE,FALSE
"""19_40022170""","CTB-60E11.9;EID2B;TDGF1P7",TRUE,FALSE
"""19_40029872""","EID2",TRUE,FALSE
"""19_40224130""","CLC",TRUE,FALSE
"""19_40266598""","LEUTX",TRUE,FALSE
"""19_40335354""","FBL",TRUE,FALSE
"""19_40476388""","PSMC4",TRUE,FALSE
"""19_40714989""","MAP3K10;TTC9B",TRUE,FALSE
"""19_40724675""","CNTD2",TRUE,FALSE
"""19_40847407""","C19orf47;PLD3;Y_RNA",TRUE,FALSE
"""19_40885982""","HIPK4",TRUE,FALSE
"""19_40902904""","PRX",TRUE,FALSE
"""19_40922411""","SERTAD1",TRUE,FALSE
"""19_40932185""","CTC-492K19.4;SERTAD3",TRUE,FALSE
"""19_40971173""","BLVRB;SPTBN4",TRUE,FALSE
"""19_41063846""","SHKBP1;SPTBN4",TRUE,FALSE
"""19_41186752""","NUMBL",TRUE,FALSE
"""19_41201544""","ADCK4;RNU6-195P",TRUE,FALSE
"""19_41215027""","ADCK4;ITPKC",TRUE,FALSE
"""19_41254303""","C19orf54;SNRPA",TRUE,FALSE
"""19_41283567""","CTC-490E21.12;EGLN2;RAB4B-EGLN2;RAB4B",TRUE,FALSE
"""19_41620131""","CYP2F1",TRUE,FALSE
"""19_41899844""","BCKDHA;CTC-435M10.10;EXOSC5",TRUE,FALSE
"""19_42644877""","SNORD112",TRUE,FALSE
"""19_42890785""","CNFN",TRUE,FALSE
"""19_37017641""","AC092295.4;ZNF260",TRUE,FALSE
"""19_37094586""","ZNF382;ZNF529",TRUE,FALSE
"""19_37177995""","AC074138.3;ZNF567",TRUE,FALSE
"""19_37341541""","ZNF345;ZNF790",TRUE,FALSE
"""19_37662459""","ZNF585A",TRUE,FALSE
"""19_37856678""","ZNF527",TRUE,FALSE
"""19_38179545""","CTD-2528L19.3;ZFP30;ZNF781",TRUE,FALSE
"""19_44616755""","AC084219.4;ZNF225",TRUE,FALSE
"""19_44715761""","ZNF227",TRUE,FALSE
"""19_52406394""","ZNF649",TRUE,FALSE
"""19_52429440""","ZNF613",TRUE,FALSE
"""19_52489558""","ZNF350",TRUE,FALSE
"""19_52548366""","ZNF432",TRUE,FALSE
"""19_53604849""","ZNF160",TRUE,FALSE
"""19_53658962""","ZNF347",TRUE,FALSE
"""19_54023282""","ZNF331",TRUE,FALSE
"""19_57074833""","AC007228.11;ZNF470",TRUE,FALSE
"""19_57751949""","ZNF805",TRUE,FALSE
"""19_57874301""","AC003002.4;TRAPPC2P1;ZNF547",TRUE,FALSE
"""19_57981755""",".",TRUE,FALSE
"""19_58125187""","ZNF134",TRUE,FALSE
"""2_21018803""","C2orf43",TRUE,FALSE
"""20_32937950""","ITCH",TRUE,FALSE
"""20_33026160""","ITCH-AS1;ITCH",TRUE,FALSE
"""20_33096030""","DYNLRB1",TRUE,FALSE
"""20_33134511""","MAP1LC3A",TRUE,FALSE
"""20_33261878""","PIGU;RP11-346K17.3",TRUE,FALSE
"""20_33289251""","TP53INP2",TRUE,FALSE
"""20_33301378""","NCOA6",TRUE,FALSE
"""20_33403724""","NCOA6",TRUE,FALSE
"""20_33703920""","SNORD56",TRUE,FALSE
"""20_33851285""","EDEM2;MMP24-AS1;RP4-614O4.11",TRUE,FALSE
"""20_34546062""","SCAND1",TRUE,FALSE
"""20_34549688""","CNBD2",TRUE,FALSE
"""21_44525680""","U2AF1",TRUE,FALSE
"""21_45076799""","HSF2BP;RRP1B",TRUE,FALSE
"""21_44553178""","AP001631.9",TRUE,FALSE
"""21_45136634""","PDXK",TRUE,FALSE
"""21_47246345""","AL592528.1",TRUE,FALSE
"""3_9681151""","MTMR14",TRUE,FALSE
"""3_9744800""","CPNE9",TRUE,FALSE
"""3_9883802""","RPUSD3",TRUE,FALSE
"""3_9947616""","IL17RC;IL17RE;RNU6-882P",TRUE,FALSE
"""3_10066305""","CIDECP;FANCD2",TRUE,FALSE
"""3_10076631""","RNU6-670P",TRUE,FALSE
"""3_10253883""","RNU6-814P",TRUE,FALSE
"""3_10329158""","GHRL;GHRLOS",TRUE,FALSE
"""3_10355544""","SEC13",TRUE,FALSE
"""3_10435438""","MIR885",TRUE,FALSE
"""3_111829537""","C3orf52;MIR567",TRUE,FALSE
"""3_112279729""","ATG3;SLC35A5",TRUE,FALSE
"""3_112515022""","RP11-180K7.1",TRUE,FALSE
"""3_112693909""","CD200R1",TRUE,FALSE
"""3_113247683""","SIDT1",TRUE,FALSE
"""3_176762517""","TBL1XR1-AS1",TRUE,FALSE
"""3_176913576""","TBL1XR1",TRUE,FALSE
"""3_179370367""","USP13",TRUE,FALSE
"""5_1436465""","SLC6A3",TRUE,FALSE
"""5_1223542""","SLC6A18",TRUE,FALSE
"""5_95067826""","CTD-2154I11.2",TRUE,FALSE
"""5_95919184""","AC020900.1;CTD-2337A12.1",TRUE,FALSE
"""6_31509720""","DDX39B-AS1;DDX39B",TRUE,FALSE
"""6_31629077""","CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA",TRUE,FALSE
"""6_31863610""","C2;EHMT2;ZBTB12",TRUE,FALSE
"""6_31889501""","C2;CFB",TRUE,FALSE
"""6_31922578""","MIR1236",TRUE,FALSE
"""6_32937493""","BRD2;BRD2-IT1",TRUE,FALSE
"""6_30612762""","AL662800.2;C6orf136",TRUE,FALSE
"""6_31078578""","C6orf15",TRUE,FALSE
"""6_31488607""","MCCD1;RPL15P4",TRUE,FALSE
"""6_31497462""","DDX39B;SNORD117",TRUE,FALSE
"""6_31548352""","LTB",TRUE,FALSE
"""6_31617298""","APOM;BAG6",TRUE,FALSE
"""6_31635460""","CSNK2B-LY6G5B-1181;LY6G5B",TRUE,FALSE
"""6_31925203""","DXO;NELFE;SKIV2L;STK19",TRUE,FALSE
"""6_32079135""","ATF6B;TNXB",TRUE,FALSE
"""6_32094112""","ATF6B",TRUE,FALSE
"""6_32144835""","AGPAT1;RNF5",TRUE,FALSE
"""6_32190386""","NOTCH4",TRUE,FALSE
"""6_32221918""","XXbac-BPG154L12.4",TRUE,FALSE
"""6_32342828""",".",TRUE,FALSE
"""6_32357519""","HCG23",TRUE,FALSE
"""6_32405593""","HLA-DRA",TRUE,FALSE
"""6_32622279""","HLA-DQB1-AS1;HLA-DQB1",TRUE,FALSE
"""6_32708412""","HLA-DQA2",TRUE,FALSE
"""6_32730340""","HLA-DQB2",TRUE,FALSE
"""6_32780977""","HLA-DOB",TRUE,FALSE
"""6_32799345""","TAP2",TRUE,FALSE
"""6_32809718""","PSMB8;PSMB9;TAPSAR1",TRUE,FALSE
"""6_32819180""","PSMB9;TAP1",TRUE,FALSE
"""6_32905663""","HLA-DMB",TRUE,FALSE
"""6_32935690""","BRD2;HLA-DMA",TRUE,FALSE
"""6_33040661""","HLA-DPA1;HLA-DPB1",TRUE,FALSE
"""6_33046251""","HLA-DPA1;HLA-DPB1;RPL32P1",TRUE,FALSE
"""6_33151607""","COL11A2",TRUE,FALSE
"""6_33165153""","HSD17B8;RNY4P10;RXRB;SLC39A7",TRUE,FALSE
"""6_33280321""","TAPBP;ZBTB22",TRUE,FALSE
"""6_33381238""","CUTA;PHF1",TRUE,FALSE
"""6_33418098""","ZBTB9",TRUE,FALSE
"""6_33542615""","BAK1",TRUE,FALSE
"""6_33555001""","LINC00336",TRUE,FALSE
"""6_33746353""","LEMD2",TRUE,FALSE
"""6_41799558""","SNORA8",TRUE,FALSE
"""7_757881""","HEATR2;PRKAR1B",TRUE,FALSE
"""7_1065596""","AC073957.15;C7orf50",TRUE,FALSE
"""7_1082453""","GPR146",TRUE,FALSE
"""7_1176476""","C7orf50",TRUE,FALSE
"""7_1197010""","AC091729.9;ZFAND2A",TRUE,FALSE
"""7_1200281""","ZFAND2A",TRUE,FALSE
"""8_24297853""","ADAM7",TRUE,FALSE
"""8_143713402""","AC145123.2",TRUE,FALSE
"""8_144488800""","RP11-909N17.2;RP11-909N17.3",TRUE,FALSE
"""8_144865942""","MIR937;PUF60;RP11-429J17.8;SCRIB",TRUE,FALSE
"""8_144906133""","PUF60",TRUE,FALSE
"""8_144920479""","NRBP2",TRUE,FALSE
"""8_145080424""","PARP10;SPATC1",TRUE,FALSE
"""8_145504204""","BOP1;HSF1",TRUE,FALSE
"""8_146044935""","ZNF7",TRUE,FALSE
"""9_134000941""","NUP214;RNU6-881P",TRUE,FALSE
"""X_53252697""","KDM5C",TRUE,FALSE
"""X_53451043""","HSD17B10;RIBC1;RP3-339A18.6",TRUE,FALSE
"""X_54208064""","FAM120C",TRUE,FALSE
"""X_54442752""","TSR2",TRUE,FALSE
"""X_54555376""","GNL3L",TRUE,FALSE
"""X_54824514""","ITIH6",TRUE,FALSE
"""X_54829148""","MAGED2",TRUE,FALSE
"""X_54943261""","TRO",TRUE,FALSE
"""X_55023116""","APEX2;PFKFB1",TRUE,FALSE
"""X_55051593""","ALAS2",TRUE,FALSE
"""X_55183444""","FAM104B",TRUE,FALSE
"""X_55647890""","FOXR2",TRUE,FALSE
"""X_56256917""","KLF8",TRUE,FALSE
"""1_874082""",".",FALSE,FALSE
"""1_3363740""",".",FALSE,FALSE
"""1_3369035""",".",FALSE,FALSE
"""1_3369192""",".",FALSE,FALSE
"""1_3395462""",".",FALSE,FALSE
"""1_3404212""",".",FALSE,FALSE
"""1_3423131""",".",FALSE,FALSE
"""1_3423867""",".",FALSE,FALSE
"""1_3755984""",".",FALSE,FALSE
"""1_3758390""",".",FALSE,FALSE
"""1_3765221""",".",FALSE,FALSE
"""1_3807530""",".",FALSE,FALSE
"""1_3995624""",".",FALSE,FALSE
"""1_3999201""",".",FALSE,FALSE
"""1_4002984""",".",FALSE,FALSE
"""1_4017969""",".",FALSE,FALSE
"""1_6000604""",".",FALSE,FALSE
"""1_6043907""",".",FALSE,FALSE
"""1_9483302""",".",FALSE,FALSE
"""1_9541283""",".",FALSE,FALSE
"""1_9587135""",".",FALSE,FALSE
"""1_9593482""",".",FALSE,FALSE
"""1_9598277""",".",FALSE,FALSE
"""1_9617428""",".",FALSE,FALSE
"""1_9618687""",".",FALSE,FALSE
"""1_9618866""",".",FALSE,FALSE
"""1_9619751""",".",FALSE,FALSE
"""1_9630543""",".",FALSE,FALSE
"""1_9633248""",".",FALSE,FALSE
"""1_9639705""",".",FALSE,FALSE
"""1_9644410""",".",FALSE,FALSE
"""1_9647188""",".",FALSE,FALSE
"""1_9649793""",".",FALSE,FALSE
"""1_9651339""",".",FALSE,FALSE
"""1_26426739""",".",FALSE,FALSE
"""1_26428656""",".",FALSE,FALSE
"""1_26434058""",".",FALSE,FALSE
"""1_26654472""",".",FALSE,FALSE
"""1_26665338""",".",FALSE,FALSE
"""1_26667922""",".",FALSE,FALSE
"""1_26688630""",".",FALSE,FALSE
"""1_26704648""",".",FALSE,FALSE
"""1_26717423""",".",FALSE,FALSE
"""1_26717897""",".",FALSE,FALSE
"""1_26742822""",".",FALSE,FALSE
"""1_28571123""",".",FALSE,FALSE
"""1_28581936""",".",FALSE,FALSE
"""1_28738778""",".",FALSE,FALSE
"""1_28740358""",".",FALSE,FALSE
"""1_29052808""",".",FALSE,FALSE
"""1_29066920""",".",FALSE,FALSE
"""1_29074925""",".",FALSE,FALSE
"""1_29078477""",".",FALSE,FALSE
"""1_29191455""",".",FALSE,FALSE
"""1_29207782""",".",FALSE,FALSE
"""1_29492919""",".",FALSE,FALSE
"""1_29496973""",".",FALSE,FALSE
"""1_29526043""",".",FALSE,FALSE
"""1_110040001""",".",FALSE,FALSE
"""1_110044835""",".",FALSE,FALSE
"""1_110079712""",".",FALSE,FALSE
"""1_110094877""",".",FALSE,FALSE
"""1_110096272""",".",FALSE,FALSE
"""1_110111788""",".",FALSE,FALSE
"""1_110128590""",".",FALSE,FALSE
"""1_110184248""",".",FALSE,FALSE
"""1_110187340""",".",FALSE,FALSE
"""1_110191480""",".",FALSE,FALSE
"""1_110192521""",".",FALSE,FALSE
"""1_110193698""",".",FALSE,FALSE
"""1_110308232""",".",FALSE,FALSE
"""1_110308804""",".",FALSE,FALSE
"""1_110314004""",".",FALSE,FALSE
"""1_110320344""",".",FALSE,FALSE
"""1_110328476""",".",FALSE,FALSE
"""1_110333011""",".",FALSE,FALSE
"""1_110334898""",".",FALSE,FALSE
"""1_110343180""",".",FALSE,FALSE
"""1_110344277""",".",FALSE,FALSE
"""1_110351211""",".",FALSE,FALSE
"""1_110352227""",".",FALSE,FALSE
"""1_110411592""",".",FALSE,FALSE
"""1_110439431""",".",FALSE,FALSE
"""1_110440584""",".",FALSE,FALSE
"""1_110500615""",".",FALSE,FALSE
"""1_110521276""",".",FALSE,FALSE
"""1_110522209""",".",FALSE,FALSE
"""1_151352393""",".",FALSE,FALSE
"""1_151382406""",".",FALSE,FALSE
"""1_151385078""",".",FALSE,FALSE
"""1_151394635""",".",FALSE,FALSE
"""1_151397449""",".",FALSE,FALSE
"""1_151399239""",".",FALSE,FALSE
"""1_151411622""",".",FALSE,FALSE
"""1_151426874""",".",FALSE,FALSE
"""1_151434309""",".",FALSE,FALSE
"""1_151509687""",".",FALSE,FALSE
"""1_151510158""",".",FALSE,FALSE
"""1_151591511""",".",FALSE,FALSE
"""1_151610358""",".",FALSE,FALSE
"""1_151611062""",".",FALSE,FALSE
"""1_151612434""",".",FALSE,FALSE
"""1_151618749""",".",FALSE,FALSE
"""1_151636525""",".",FALSE,FALSE
"""1_151639384""",".",FALSE,FALSE
"""1_151659409""",".",FALSE,FALSE
"""1_151690165""",".",FALSE,FALSE
"""1_151693649""",".",FALSE,FALSE
"""1_151695427""",".",FALSE,FALSE
"""1_151699363""",".",FALSE,FALSE
"""1_151701574""",".",FALSE,FALSE
"""1_151702043""",".",FALSE,FALSE
"""1_151712719""",".",FALSE,FALSE
"""1_151714481""",".",FALSE,FALSE
"""1_151725047""",".",FALSE,FALSE
"""1_151726765""",".",FALSE,FALSE
"""1_151740227""",".",FALSE,FALSE
"""1_151746729""",".",FALSE,FALSE
"""1_151747997""",".",FALSE,FALSE
"""1_151752153""",".",FALSE,FALSE
"""1_151756598""",".",FALSE,FALSE
"""1_151759489""",".",FALSE,FALSE
"""1_151760026""",".",FALSE,FALSE
"""1_151770491""",".",FALSE,FALSE
"""1_151770680""",".",FALSE,FALSE
"""1_151780090""",".",FALSE,TRUE
"""1_151781277""",".",FALSE,FALSE
"""1_151782398""",".",FALSE,FALSE
"""1_151785659""",".",FALSE,FALSE
"""1_151791041""",".",FALSE,FALSE
"""1_151791534""",".",FALSE,FALSE
"""1_151807828""",".",FALSE,FALSE
"""1_151809346""",".",FALSE,FALSE
"""1_151810152""",".",FALSE,FALSE
"""1_151814544""",".",FALSE,FALSE
"""1_151816663""",".",FALSE,FALSE
"""1_151817915""",".",FALSE,FALSE
"""1_151830755""",".",FALSE,FALSE
"""1_151835223""",".",FALSE,FALSE
"""1_151841195""",".",FALSE,FALSE
"""1_151854866""",".",FALSE,FALSE
"""1_151856604""",".",FALSE,FALSE
"""1_151856789""",".",FALSE,FALSE
"""1_151867125""",".",FALSE,FALSE
"""1_151876182""",".",FALSE,FALSE
"""1_151887613""",".",FALSE,FALSE
"""1_151907205""",".",FALSE,FALSE
"""1_151960713""",".",FALSE,FALSE
"""1_151962466""",".",FALSE,FALSE
"""1_151970528""",".",FALSE,FALSE
"""1_151975531""",".",FALSE,FALSE
"""1_152003169""",".",FALSE,FALSE
"""1_153325783""",".",FALSE,FALSE
"""1_154150892""",".",FALSE,FALSE
"""1_154169444""",".",FALSE,FALSE
"""1_154247107""",".",FALSE,FALSE
"""1_154248241""",".",FALSE,FALSE
"""1_154305156""",".",FALSE,FALSE
"""1_154309706""",".",FALSE,FALSE
"""1_154380521""",".",FALSE,FALSE
"""1_154408084""",".",FALSE,FALSE
"""1_154411693""",".",FALSE,FALSE
"""1_154414616""",".",FALSE,FALSE
"""1_154426786""",".",FALSE,FALSE
"""1_154448459""",".",FALSE,FALSE
"""1_154505765""",".",FALSE,FALSE
"""1_154507282""",".",FALSE,FALSE
"""1_154521609""",".",FALSE,FALSE
"""1_154528818""",".",FALSE,FALSE
"""1_220962881""",".",FALSE,FALSE
"""1_221128262""",".",FALSE,FALSE
"""1_221130671""",".",FALSE,FALSE
"""1_221131728""",".",FALSE,FALSE
"""1_221163036""",".",FALSE,FALSE
"""1_221167530""",".",FALSE,FALSE
"""1_221170435""",".",FALSE,FALSE
"""1_221176570""",".",FALSE,FALSE
"""1_221178331""",".",FALSE,FALSE
"""1_221179009""",".",FALSE,FALSE
"""1_221182464""",".",FALSE,FALSE
"""1_221183318""",".",FALSE,FALSE
"""1_221184251""",".",FALSE,FALSE
"""1_221189366""",".",FALSE,FALSE
"""1_221192534""",".",FALSE,FALSE
"""1_221194111""",".",FALSE,FALSE
"""1_221195579""",".",FALSE,FALSE
"""1_221198915""",".",FALSE,FALSE
"""1_221201225""",".",FALSE,FALSE
"""1_221202702""",".",FALSE,FALSE
"""1_221207421""",".",FALSE,FALSE
"""1_221209032""",".",FALSE,FALSE
"""1_221218877""",".",FALSE,FALSE
"""1_221236135""",".",FALSE,FALSE
"""1_221237100""",".",FALSE,FALSE
"""1_221241652""",".",FALSE,FALSE
"""1_221257433""",".",FALSE,FALSE
"""1_221257608""",".",FALSE,FALSE
"""1_221261753""",".",FALSE,FALSE
"""1_221266709""",".",FALSE,FALSE
"""1_221267595""",".",FALSE,FALSE
"""1_221271100""",".",FALSE,FALSE
"""1_221271763""",".",FALSE,FALSE
"""1_221273734""",".",FALSE,FALSE
"""1_221275725""",".",FALSE,FALSE
"""1_221276340""",".",FALSE,FALSE
"""1_221282088""",".",FALSE,FALSE
"""1_221284649""",".",FALSE,FALSE
"""1_221288520""",".",FALSE,FALSE
"""1_221290401""",".",FALSE,FALSE
"""1_221290564""",".",FALSE,FALSE
"""1_221292033""",".",FALSE,FALSE
"""1_221295590""",".",FALSE,FALSE
"""1_221299076""",".",FALSE,FALSE
"""1_221300412""",".",FALSE,FALSE
"""1_221314442""",".",FALSE,FALSE
"""1_221314812""",".",FALSE,FALSE
"""1_221316978""",".",FALSE,FALSE
"""1_221322000""",".",FALSE,FALSE
"""1_221322727""",".",FALSE,FALSE
"""1_221324143""",".",FALSE,FALSE
"""1_221326393""",".",FALSE,FALSE
"""1_221329386""",".",FALSE,FALSE
"""1_221332784""",".",FALSE,FALSE
"""1_221338334""",".",FALSE,FALSE
"""1_221340135""",".",FALSE,FALSE
"""1_221355684""",".",FALSE,FALSE
"""1_221356022""",".",FALSE,FALSE
"""1_221358959""",".",FALSE,FALSE
"""1_221360875""",".",FALSE,FALSE
"""1_221362079""",".",FALSE,FALSE
"""1_221365836""",".",FALSE,FALSE
"""1_221366240""",".",FALSE,FALSE
"""1_221376000""",".",FALSE,FALSE
"""1_221379543""",".",FALSE,FALSE
"""1_221380544""",".",FALSE,FALSE
"""1_221381027""",".",FALSE,FALSE
"""1_221382144""",".",FALSE,FALSE
"""1_221384267""",".",FALSE,FALSE
"""1_221396155""",".",FALSE,FALSE
"""1_221402347""",".",FALSE,FALSE
"""1_221403912""",".",FALSE,FALSE
"""1_221418366""",".",FALSE,FALSE
"""1_221424971""",".",FALSE,FALSE
"""1_221425287""",".",FALSE,FALSE
"""1_221441253""",".",FALSE,FALSE
"""1_221442598""",".",FALSE,FALSE
"""1_221450316""",".",FALSE,FALSE
"""1_221454436""",".",FALSE,FALSE
"""1_221562626""",".",FALSE,FALSE
"""1_221566582""",".",FALSE,FALSE
"""1_221567117""",".",FALSE,FALSE
"""1_221579537""",".",FALSE,FALSE
"""1_221584473""",".",FALSE,FALSE
"""1_221586564""",".",FALSE,FALSE
"""1_221587440""",".",FALSE,FALSE
"""1_221591709""",".",FALSE,FALSE
"""1_221598453""",".",FALSE,FALSE
"""1_221602551""",".",FALSE,FALSE
"""1_221603043""",".",FALSE,FALSE
"""1_221603470""",".",FALSE,FALSE
"""1_221605078""",".",FALSE,FALSE
"""1_221606039""",".",FALSE,FALSE
"""1_221609143""",".",FALSE,FALSE
"""1_221609318""",".",FALSE,FALSE
"""1_221609569""",".",FALSE,FALSE
"""1_221612607""",".",FALSE,FALSE
"""1_221618801""",".",FALSE,FALSE
"""1_221620315""",".",FALSE,FALSE
"""1_221621207""",".",FALSE,FALSE
"""1_221621587""",".",FALSE,FALSE
"""1_221624038""",".",FALSE,FALSE
"""1_221626591""",".",FALSE,FALSE
"""1_221876777""",".",FALSE,FALSE
"""1_221877095""",".",FALSE,FALSE
"""1_221884317""",".",FALSE,FALSE
"""1_221918305""",".",FALSE,FALSE
"""1_221947210""",".",FALSE,FALSE
"""1_221951121""",".",FALSE,FALSE
"""1_222620401""",".",FALSE,FALSE
"""1_222620676""",".",FALSE,FALSE
"""1_222621570""",".",FALSE,FALSE
"""1_222627782""",".",FALSE,FALSE
"""1_222633285""",".",FALSE,FALSE
"""1_231322625""",".",FALSE,FALSE
"""1_231332494""",".",FALSE,FALSE
"""1_231341717""",".",FALSE,FALSE
"""1_231342475""",".",FALSE,FALSE
"""1_231345333""",".",FALSE,FALSE
"""1_231350695""",".",FALSE,FALSE
"""1_231351517""",".",FALSE,FALSE
"""1_231354201""",".",FALSE,FALSE
"""1_231359349""",".",FALSE,FALSE
"""1_231360199""",".",FALSE,FALSE
"""1_231369617""",".",FALSE,FALSE
"""1_231369781""",".",FALSE,FALSE
"""1_231372687""",".",FALSE,FALSE
"""1_231381940""",".",FALSE,FALSE
"""1_231411658""",".",FALSE,FALSE
"""10_133957012""",".",FALSE,FALSE
"""10_134019048""",".",FALSE,FALSE
"""10_134038202""",".",FALSE,FALSE
"""10_134043627""",".",FALSE,FALSE
"""10_134044958""",".",FALSE,FALSE
"""10_134147704""",".",FALSE,FALSE
"""10_134181281""",".",FALSE,FALSE
"""10_134182553""",".",FALSE,FALSE
"""10_134189903""",".",FALSE,FALSE
"""10_134204785""",".",FALSE,FALSE
"""10_134232418""",".",FALSE,FALSE
"""10_134240494""",".",FALSE,FALSE
"""10_134394503""",".",FALSE,FALSE
"""10_134432188""",".",FALSE,FALSE
"""10_134442272""",".",FALSE,FALSE
"""10_134472265""",".",FALSE,FALSE
"""10_134469556""",".",FALSE,FALSE
"""11_242698""",".",FALSE,FALSE
"""11_250377""",".",FALSE,FALSE
"""11_251218""",".",FALSE,FALSE
"""11_251382""",".",FALSE,FALSE
"""11_339859""",".",FALSE,FALSE
"""11_348917""",".",FALSE,FALSE
"""11_451023""",".",FALSE,FALSE
"""11_1658863""",".",FALSE,FALSE
"""11_1700165""",".",FALSE,FALSE
"""11_1719887""",".",FALSE,FALSE
"""11_1726470""",".",FALSE,FALSE
"""11_1726701""",".",FALSE,FALSE
"""11_1729358""",".",FALSE,FALSE
"""11_1732024""",".",FALSE,FALSE
"""11_1745957""",".",FALSE,FALSE
"""11_1748199""",".",FALSE,FALSE
